date_block_num,shop_id,item_id,item_category_id,month,year,item_cnt_month_lag_1,item_cnt_month_lag_2,item_cnt_month_lag_3,item_cnt_month_lag_6,item_cnt_month_lag_12,item_cnt_month
20,2,0,40,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,1,76,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,4,40,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,8,40,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,13,40,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,16,40,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,17,40,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,21,40,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,30,40,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,31,37,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,32,40,8,1,0.0,1.0,0.0,1.0,0.0,2.0
20,2,33,37,8,1,0.0,0.0,0.0,0.0,0.0,1.0
20,2,35,40,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,36,37,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,37,40,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,38,41,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,40,57,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,42,57,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,44,57,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,45,57,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,49,57,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,51,57,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,53,57,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,57,57,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,59,57,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,62,37,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,64,40,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,67,40,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,71,37,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,76,37,8,1,0.0,0.0,1.0,0.0,0.0,0.0
20,2,77,40,8,1,0.0,0.0,1.0,0.0,0.0,0.0
20,2,80,37,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,82,37,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,90,40,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,91,37,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,93,43,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,99,37,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,101,78,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,109,57,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,111,57,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,113,57,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,149,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,153,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,154,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,155,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,156,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,166,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,169,44,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,177,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,197,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,202,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,213,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,226,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,228,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,230,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,253,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,257,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,258,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,259,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,262,44,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,276,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,282,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,292,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,293,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,294,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,295,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,298,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,299,44,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,308,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,313,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,320,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,325,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,343,44,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,344,44,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,385,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,388,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,392,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,405,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,407,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,408,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,410,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,413,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,421,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,448,45,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,464,49,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,470,78,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,472,49,8,1,0.0,0.0,0.0,0.0,1.0,0.0
20,2,474,49,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,476,73,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,478,73,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,479,49,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,482,73,8,1,0.0,1.0,0.0,0.0,2.0,2.0
20,2,483,73,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,485,73,8,1,1.0,0.0,1.0,0.0,2.0,1.0
20,2,486,73,8,1,0.0,0.0,0.0,0.0,0.0,1.0
20,2,490,78,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,491,73,8,1,0.0,1.0,0.0,0.0,0.0,0.0
20,2,492,76,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,493,54,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,494,49,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,496,73,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,502,31,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,504,31,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,505,31,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,508,31,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,515,31,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,522,31,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,534,77,8,1,0.0,0.0,0.0,0.0,1.0,0.0
20,2,536,76,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,539,78,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,544,77,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,546,77,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,558,77,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,560,77,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,562,77,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,563,78,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,564,78,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,572,78,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,576,78,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,577,78,8,1,0.0,0.0,0.0,0.0,0.0,0.0
20,2,578,78,8,1,0.0,0.0,0.0,0.0,0.0,0.0
