date_block_num,shop_id,item_id,item_category_id,month,year,item_cnt_month_lag_1,item_cnt_month_lag_2,item_cnt_month_lag_3,item_cnt_month_lag_6,item_cnt_month_lag_12,item_cnt_month
26,2,30,40,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,31,37,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,32,40,2,2,0.0,0.0,2.0,2.0,1.0,1.0
26,2,33,37,2,2,1.0,0.0,0.0,1.0,0.0,0.0
26,2,36,37,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,38,41,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,42,57,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,45,57,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,49,57,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,51,57,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,53,57,2,2,1.0,0.0,0.0,0.0,0.0,0.0
26,2,57,57,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,59,57,2,2,1.0,0.0,0.0,0.0,0.0,0.0
26,2,64,40,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,65,37,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,67,40,2,2,1.0,1.0,0.0,0.0,0.0,0.0
26,2,71,37,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,72,40,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,74,37,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,76,37,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,77,40,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,85,37,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,87,37,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,93,43,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,100,40,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,101,78,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,102,76,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,109,57,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,113,57,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,118,44,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,119,44,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,125,44,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,144,44,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,149,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,154,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,155,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,156,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,166,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,202,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,218,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,226,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,228,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,232,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,233,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,235,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,253,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,257,45,2,2,1.0,0.0,0.0,0.0,0.0,0.0
26,2,258,45,2,2,1.0,0.0,0.0,0.0,0.0,0.0
26,2,259,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,269,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,276,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,278,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,280,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,282,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,290,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,292,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,293,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,294,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,295,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,298,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,308,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,310,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,311,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,312,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,313,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,325,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,326,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,328,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,365,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,369,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,370,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,382,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,388,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,391,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,392,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,401,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,403,44,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,407,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,408,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,411,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,413,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,414,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,417,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,418,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,425,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,426,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,427,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,429,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,431,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,441,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,448,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,449,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,458,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,459,45,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,464,49,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,472,49,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,474,49,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,475,73,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,478,73,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,482,73,2,2,4.0,0.0,0.0,2.0,0.0,1.0
26,2,486,73,2,2,3.0,0.0,0.0,1.0,0.0,2.0
26,2,491,73,2,2,1.0,0.0,0.0,0.0,0.0,0.0
26,2,492,76,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,493,54,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,494,49,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,496,73,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,502,31,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,503,31,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,504,31,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,506,31,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,508,31,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,515,31,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,516,31,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,527,77,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,529,77,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,534,77,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,535,73,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,536,76,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,556,77,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,563,78,2,2,0.0,0.0,0.0,0.0,0.0,0.0
26,2,574,78,2,2,0.0,0.0,0.0,0.0,0.0,0.0
