date_block_num,shop_id,item_id,item_category_id,month,year,item_cnt_month_lag_1,item_cnt_month_lag_2,item_cnt_month_lag_3,item_cnt_month_lag_6,item_cnt_month_lag_12,item_cnt_month
29,2,30,40,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,31,37,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,32,40,5,2,0.0,0.0,1.0,2.0,0.0,0.0
29,2,33,37,5,2,1.0,1.0,0.0,0.0,0.0,0.0
29,2,38,41,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,42,57,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,45,57,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,49,57,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,51,57,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,53,57,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,57,57,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,64,40,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,67,40,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,69,54,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,70,49,5,2,0.0,1.0,0.0,0.0,0.0,0.0
29,2,76,37,5,2,0.0,0.0,0.0,0.0,1.0,0.0
29,2,77,40,5,2,0.0,0.0,0.0,0.0,1.0,0.0
29,2,79,40,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,80,37,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,93,43,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,109,57,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,113,57,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,142,45,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,149,45,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,153,45,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,154,45,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,155,45,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,158,44,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,160,44,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,161,44,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,191,44,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,202,45,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,206,44,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,213,45,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,226,45,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,228,45,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,234,45,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,255,44,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,259,45,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,283,45,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,284,45,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,292,45,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,293,45,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,295,45,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,298,45,5,2,0.0,0.0,0.0,0.0,0.0,0.0
29,2,304,44,5,2,0.0,0.0,0.0,0.0,0.0,0.0
