date_block_num,shop_id,item_id,item_category_id,month,year,item_cnt_month_lag_1,item_cnt_month_lag_2,item_cnt_month_lag_3,item_cnt_month_lag_6,item_cnt_month_lag_12,item_cnt_month
21,2,1,76,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,26,40,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,30,40,9,1,0.0,0.0,0.0,1.0,0.0,0.0
21,2,31,37,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,32,40,9,1,2.0,0.0,1.0,0.0,0.0,2.0
21,2,33,37,9,1,1.0,0.0,0.0,0.0,0.0,0.0
21,2,36,37,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,37,40,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,38,41,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,40,57,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,42,57,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,44,57,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,45,57,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,47,57,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,49,57,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,51,57,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,53,57,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,57,57,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,59,57,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,64,40,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,67,40,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,71,37,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,74,37,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,76,37,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,77,40,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,81,40,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,87,37,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,90,40,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,91,37,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,93,43,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,99,37,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,101,78,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,102,76,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,109,57,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,112,44,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,113,57,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,149,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,153,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,154,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,155,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,156,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,178,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,197,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,199,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,202,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,213,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,226,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,228,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,253,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,257,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,258,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,259,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,269,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,292,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,293,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,294,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,297,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,298,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,308,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,313,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,325,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,330,44,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,334,44,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,373,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,384,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,388,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,407,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,408,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,410,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,413,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,421,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,448,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,464,49,9,1,0.0,0.0,0.0,0.0,2.0,1.0
21,2,470,78,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,472,49,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,474,49,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,479,49,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,482,73,9,1,2.0,0.0,1.0,0.0,1.0,1.0
21,2,483,73,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,484,73,9,1,0.0,0.0,0.0,0.0,0.0,0.0
21,2,485,73,9,1,1.0,1.0,0.0,0.0,4.0,0.0
21,2,486,73,9,1,1.0,0.0,0.0,0.0,0.0,1.0
