date_block_num,shop_id,item_id,item_category_id,month,year,item_cnt_month_lag_1,item_cnt_month_lag_2,item_cnt_month_lag_3,item_cnt_month_lag_6,item_cnt_month_lag_12,item_cnt_month
30,2,30,40,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,31,37,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,32,40,6,2,0.0,0.0,0.0,0.0,1.0,0.0
30,2,33,37,6,2,0.0,1.0,1.0,0.0,0.0,1.0
30,2,38,41,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,42,57,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,45,57,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,49,57,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,51,57,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,53,57,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,57,57,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,59,57,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,62,37,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,64,40,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,67,40,6,2,0.0,0.0,0.0,1.0,0.0,0.0
30,2,69,54,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,70,49,6,2,0.0,0.0,1.0,0.0,0.0,0.0
30,2,77,40,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,79,40,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,80,37,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,103,76,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,104,76,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,107,44,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,109,57,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,113,57,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,142,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,153,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,154,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,156,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,157,44,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,158,44,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,166,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,171,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,172,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,180,44,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,203,44,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,205,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,213,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,225,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,234,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,248,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,253,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,257,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,258,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,259,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,268,44,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,269,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,281,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,283,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,284,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,287,44,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,292,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,293,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,308,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,313,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,322,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,325,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,332,44,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,336,44,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,340,44,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,347,44,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,349,44,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,350,44,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,356,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,388,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,391,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,397,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,398,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,399,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,405,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,406,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,407,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,408,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,413,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,414,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,419,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,429,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,440,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,448,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,462,45,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,464,49,6,2,0.0,2.0,0.0,0.0,0.0,0.0
30,2,472,49,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,475,73,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,477,73,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,482,73,6,2,0.0,0.0,0.0,0.0,1.0,1.0
30,2,486,73,6,2,2.0,0.0,1.0,0.0,0.0,0.0
30,2,491,73,6,2,0.0,0.0,0.0,0.0,1.0,0.0
30,2,492,76,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,493,54,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,494,49,6,2,0.0,0.0,1.0,0.0,0.0,0.0
30,2,496,73,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,503,31,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,504,31,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,505,31,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,506,31,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,508,31,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,515,31,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,521,31,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,532,77,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,535,73,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,536,76,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,563,78,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,564,78,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,578,78,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,584,77,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,586,77,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,588,77,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,590,77,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,592,78,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,600,78,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,609,77,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,611,78,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,617,77,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,638,77,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,647,77,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,649,78,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,650,78,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,652,78,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,656,78,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,659,77,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,660,77,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,686,73,6,2,0.0,0.0,0.0,0.0,0.0,1.0
30,2,687,73,6,2,0.0,0.0,0.0,0.0,0.0,1.0
30,2,688,78,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,712,77,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,719,77,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,756,78,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,759,77,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,784,49,6,2,0.0,0.0,0.0,0.0,0.0,0.0
30,2,787,49,6,2,0.0,0.0,0.0,0.0,0.0,0.0
